,X,Season_playerid,PA,X1B,X2B,HR,R,RBI,BB,IBB,SO,GDP,SB,CS,AVG,BB.,K.,BB.K,OBP,SLG,ISO,BABIP,wRC,WAR,Spd,wRC.,WPA,SAC 
792,792,1974 _ 1014313,0.763124678,-0.937255266,-1.56286535,1.201054694,1.324221568,1.238881183,2.101013497,-0.329692057,-0.36765985,1.12278633,0.414560717,-2.072443196,-0.211361356,16.50%,15.90%,0.547426273,1.112690098,0.809726832,1.059557789,-0.742529905,1.238017723,2.141413445,0.252968193,1.616609194,1.922806338,0.889189881
793,793,1994 _ 1001918,-1.361401239,-1.063775865,-0.574260239,1.936406449,1.984070693,1.612895583,1.295039519,0.822017283,-1.611265458,-2.343385891,0.521401277,-1.07510728,0.187452101,13.70%,22.60%,-0.336909699,1.085293867,1.550472667,1.766557135,0.520096415,0.467177063,-0.096630584,0.497413199,0.901181499,0.500765166,-1.244959128
794,794,1984 _ 1009386,1.452540373,0.212419916,-0.637104217,0.755040007,0.444976258,1.001928767,1.73081598,3.140962536,0.282442371,0.871780356,-0.210954141,0.771356483,1.057590551,15.20%,12.30%,0.938179377,1.742803417,0.971344105,0.673921781,0.520096415,1.751911496,1.855705697,-0.052588064,1.537117228,3.027209447,-0.250726963
795,795,2012 _ 4613,1.241494752,0.141098121,0.287125,0.891748818,-0.281104286,1.015513279,0.908027347,2.032984337,0.313254486,-0.897683934,-0.811952402,1.174148794,1.311380932,12.30%,12.20%,0.485728414,1.797595879,1.227238121,0.882807952,0.714346618,1.88038494,0.998582451,-1.580369353,1.656355177,1.869052204,-0.412583489
796,796,1984 _ 1011586,0.425451685,-1.194222615,-0.678224096,1.678325408,0.846373353,1.323889238,1.552254679,1.567874318,-0.830412343,-0.442201539,-0.50699096,-0.39846201,0.006173257,14.60%,18.40%,0.033277452,1.003105174,1.334982969,1.589807299,-0.418779567,1.238017723,1.998559571,-0.66370058,1.69610116,1.043193242,-0.074318585
797,797,2002 _ 114,-0.320242843,0.200572144,0.040497506,0.874226827,0.614330003,0.700412416,0.941530123,-0.642124331,0.872123926,-0.909378663,0.097729555,0.683702198,1.093846319,12.40%,9.20%,1.205536764,1.578426029,1.011748423,0.722126282,0.066845941,0.981070836,0.903346535,-0.297033071,1.29864133,2.137822872,-0.848179031
798,798,2017 _ 2967,-1.009658537,0.032810512,-0.246191854,0.88696333,2.193425484,0.498260536,1.218145193,-1.050402363,-1.518968218,-1.667516252,1.34569972,-0.701115409,1.057590551,13.40%,22.10%,-0.336909699,1.770199648,1.119493272,0.866739785,2.235973208,0.76694843,1.52237999,1.047414463,1.457625262,0.999212587,-0.508272253
799,799,2004 _ 1002,0.059639275,0.220048545,0.707519765,1.820891422,1.526940193,1.385716466,-0.310420793,0.119859916,0.672774354,-2.54107403,-0.880346877,0.705553779,1.492659776,8.10%,10.20%,0.033277452,0.729142861,1.900643425,1.605875466,0.131596009,1.238017723,0.379548996,-1.335924347,1.139657397,1.287530213,-0.223319423
800,800,1988 _ 1006117,-0.221754886,0.30768161,0.715603405,0.844138937,0.041939781,0.276803249,0.653173133,0.361501103,0.86078004,0.561212878,-0.880346877,0.447266765,1.275125163,11.40%,9.20%,0.95874533,1.112690098,1.119493272,0.770330783,0.22872111,0.895421874,0.665256745,-1.763703108,1.378133296,0.662027567,0.289092242
801,801,1975 _ 1012426,-1.06593737,-0.522065555,1.385598128,0.795311244,0.335525065,1.416985987,0.536069688,0.297846574,-1.26859679,0.351336463,-0.880346877,1.174148794,0.658777094,11.00%,20.70%,-0.501437322,0.783935324,1.065620848,0.979216954,1.361847295,0.295879138,0.522402871,-1.213701844,1.457625262,1.634488712,-0.754491
802,802,1967 _ 1008423,-0.883031165,-1.040729727,-1.087923469,1.710519922,0.354622898,1.354442458,1.153759152,2.677501779,-1.210443018,0.623036502,-0.617681638,0.383883731,-0.030082512,13.20%,20.40%,-0.254645888,0.866124017,1.321514863,1.589807299,-0.030279161,0.467177063,0.903346535,-0.480366825,1.775593126,NA,-0.279770435
803,803,1959 _ 1014357,1.030449131,-0.400659353,-1.374289112,0.170310043,1.82091974,-0.805905714,3.11899443,-0.875296452,0.455091653,1.33624934,-0.251117705,0.753454603,0.042429026,20.00%,11.40%,2.007608925,2.427709198,-0.011827639,-0.049145732,-0.256904397,1.623438053,1.569997948,-0.358144322,1.338387313,NA,-0.382241155
804,804,1996 _ 1252,0.214406064,0.679782416,1.859595303,0.057274648,1.200610847,1.168405097,0.254561188,-0.284136625,-0.013255163,0.653656012,-0.191968124,1.174148794,2.000240538,10.00%,13.90%,-0.110684218,1.386652411,1.254174333,0.593580946,2.041723005,1.323666685,0.903346535,0.92519196,0.6627056,1.267983256,0.403371694
805,805,1975 _ 1007957,-0.517218755,2.769580732,0.582744721,-0.921823765,0.390182048,-0.175265422,-0.498146241,-0.004415724,1.452424118,0.068759298,-0.128612911,-0.5849486,2.797867451,7.40%,6.00%,0.95874533,1.523633567,0.567300922,-0.563327076,2.171223141,0.552826025,0.522402871,0.314079445,1.099911414,1.756657198,-0.348714985
806,806,1991 _ 1001918,0.889752051,-1.899657476,0.311965557,2.215205873,1.928452628,1.757197024,0.738338995,0.371510301,-1.663611672,-0.481252802,0.96476122,-0.106912466,-0.3926402,11.70%,22.90%,-0.542569228,0.345595624,1.604345091,2.087920475,-0.515904668,1.494964609,1.141436326,0.802969457,1.616609194,2.259991358,-0.563643339
807,807,1993 _ 860,1.143006796,1.023486598,0.575743414,-0.19258792,1.36843827,0.454980589,0.733649297,-0.185127911,0.750744411,0.120913988,2.919902511,-1.944100614,1.782705926,11.70%,9.80%,0.855915566,1.688010954,0.742386302,0.09546777,1.426597362,1.709087015,1.331908158,1.597415727,1.219149363,1.346171086,-0.0044756
808,808,2015 _ 5038,1.536958621,-0.923129575,1.117849266,1.719348677,1.872082196,1.469111332,0.317485625,-1.050402363,-0.895476994,-0.294769562,-0.482100566,1.174148794,0.731288632,10.30%,18.70%,-0.460305416,0.674350399,1.765962364,1.782625302,0.487721381,2.008858383,2.7604469,0.13074569,1.69610116,2.41148028,0.4935714
809,809,1973 _ 1001157,1.916840739,-0.86602572,0.138896964,1.4381892,2.120455279,0.28749937,0.755406517,0.391018249,-1.144944387,1.10249517,1.869333446,-2.096492026,0.223707869,11.80%,20.10%,-0.378041605,0.646954168,1.254174333,1.396989295,0.390596279,1.88038494,2.141413445,1.352970721,1.338387313,NA,-1.048503844
810,810,1994 _ 87,-1.361401239,0.879309728,-0.574260239,0.665741157,0.654236512,2.049079486,0.896049382,-0.11419254,-0.182213811,-0.920031289,-0.132747861,0.892991785,1.528915544,12.30%,14.90%,0.115541263,1.633218492,0.984812211,0.513240112,1.458972396,0.424352581,0.093841248,0.191856942,1.17940338,1.126267812,-0.445415011
811,811,1971 _ 1010846,-0.179545762,1.168793193,-0.453907086,-0.555109505,0.442146023,0.211867699,1.613805832,-0.649056047,0.680965485,-0.242991366,0.321491524,-0.272210693,1.492659776,14.80%,10.20%,1.390630339,2.071558192,0.149789634,-0.482986241,1.426597362,0.724123949,1.379526116,0.375190696,1.576863211,NA,-0.178447818
812,812,1993 _ 32,0.115918107,-1.313487392,1.093515526,1.320010692,1.069128426,0.993925596,1.231500106,-0.081578673,-1.529270692,1.222778509,-0.493525665,-0.22241799,0.223707869,13.40%,22.10%,-0.336909699,0.975708942,1.334982969,1.47733013,0.746721652,1.152368761,0.855728577,-0.785923083,1.258895347,0.530085603,-0.01287475
813,813,1971 _ 1001636,-0.742334084,-0.234690619,-0.828849948,0.374323467,2.238864742,-0.585900327,2.028442154,2.179009937,0.476213843,1.964703175,0.409057163,-0.636215555,0.477498251,16.20%,11.30%,1.370064387,1.82499211,0.54036471,0.432899277,0.034470907,0.424352581,1.046200409,0.92519196,1.576863211,NA,-0.797369768
814,814,2000 _ 55,1.69172541,-0.41576028,1.745309249,0.860132787,0.832207742,1.053317548,0.471796712,-0.068160063,0.387468153,0.410010131,-0.749620595,0.387532231,1.238869394,10.80%,11.80%,0.300634839,1.249671255,1.442727818,1.172034957,0.455346347,2.094507345,0.855728577,-0.969256838,0.78194355,1.683356106,0.831788427
815,815,2010 _ 1873,1.030449131,-0.037230381,1.877840639,0.775266515,0.577278516,0.907327731,0.304530671,0.70065675,0.016469153,0.093889212,-0.251117705,0.122413315,1.275125163,10.20%,13.80%,-0.069552312,1.194878792,1.281110545,0.963148787,1.038096956,1.623438053,1.569997948,-0.602589328,1.497371245,1.487886529,-1.379203573
816,816,1961 _ 1012639,-0.362451967,-0.437164495,0.353404818,1.900107456,0.718159748,2.298692541,-0.938790677,-0.845200123,-1.321243803,-2.174527272,-0.880346877,0.434647285,0.876311707,5.90%,21.00%,-1.015586143,-0.065347844,1.941047743,1.927238805,0.940971855,0.895421874,0.331931038,-0.113699316,1.17940338,NA,-0.376010139
817,817,2002 _ 1119,1.128937088,0.005857344,1.448673957,1.520247475,0.94745325,1.066066788,-0.443166779,-0.530476453,-0.174423282,-1.112038068,-0.534363095,0.965960686,1.311380932,7.60%,14.80%,-0.542569228,0.592161705,1.725558046,1.47733013,0.811471719,1.751911496,1.808087739,-0.297033071,1.417879279,1.800637852,-1.18595074
818,818,1966 _ 1008315,0.38324256,-0.89343041,0.141807086,1.786916414,1.276208838,1.21459172,0.565475678,1.016626877,0.18304459,-0.074843778,-0.505210248,0.948418604,0.404986713,11.10%,12.90%,0.177239122,0.592161705,1.604345091,1.734420801,-0.645404803,1.280842204,2.665210984,0.069634439,1.576863211,NA,-0.708116311
819,819,1978 _ 1009893,-0.489079339,-0.536636179,0.716365728,0.61888321,0.147926188,1.367686377,0.712688835,0.408813565,0.80363989,0.288272089,1.783057023,-0.829156881,0.767544401,11.60%,9.50%,0.917613424,0.92091648,1.186833802,1.059557789,-0.19215433,0.595650506,2.046177529,1.475193224,1.537117228,1.698016325,0.833103508
820,820,1964 _ 1009772,1.635446578,0.639516883,1.305564754,0.955333145,1.041911884,0.31057073,-1.274818959,0.266550174,0.813457843,0.899470521,-0.091619503,-0.012349448,1.673938619,4.70%,9.50%,-0.563135181,0.345595624,1.617813197,1.188103124,0.746721652,1.923209421,1.569997948,0.741858206,1.457625262,NA,-0.653281634
821,821,1970 _ 1008315,-0.503149047,-0.031910119,-1.513293571,1.241275388,1.64074557,0.743514016,1.379731771,-0.4239192,-0.376431213,0.919516223,-0.463454758,1.174148794,0.513754019,14.00%,15.90%,0.218371027,1.194878792,0.930939787,0.882807952,0.131596009,0.724123949,0.903346535,0.008523187,1.17940338,NA,-0.351240203
822,822,1977 _ 1005361,0.650567014,0.096892216,-0.102622991,-0.024140251,1.017734783,-0.362300626,1.937417157,0.226411574,0.881149446,-0.187120817,-0.734691976,0.078591003,1.021334782,15.90%,9.10%,2.007608925,2.016765729,0.526896604,0.175808605,0.455346347,1.366491166,1.331908158,-0.602589328,1.457625262,0.515425385,1.129818513
823,823,1982 _ 1008687,1.044518839,-0.253198739,1.994411062,0.685392382,0.320179609,2.123040404,-0.295946299,0.173525789,0.896187893,0.983389659,-0.601103162,0.334005068,1.130102088,8.10%,9.00%,0.259502933,0.619557936,1.415791606,1.172034957,0.261096144,1.537789091,0.665256745,-0.113699316,1.417879279,0.627820391,-1.180695967
824,824,1950 _ 1007522,-0.320242843,-0.949434411,-0.542786029,0.571972483,0.106885721,0.557748639,1.836378468,NA,-0.438203976,0.95278215,-0.635827769,0.683702198,-0.138849818,15.50%,16.20%,0.38289865,1.194878792,0.594237135,0.770330783,0.002095873,0.638474987,-0.572810165,-0.052588064,0.185753804,NA,NA
825,825,1973 _ 1003907,-1.361401239,0.532330158,-1.577392417,0.319196077,0.48800724,-0.622546925,2.264015565,1.52417465,1.356764886,0.503323314,-0.693447123,0.611834776,0.767544401,17.00%,6.50%,3.776280869,2.071558192,0.284470695,-0.000941232,-0.224529364,0.210230176,0.665256745,-1.152590592,1.29864133,NA,-0.978444423
826,826,2001 _ 1251,-0.095127514,0.214508535,1.073742624,1.786916414,1.512622126,3.184440531,-0.654408088,-0.057154547,-0.357419669,-1.223042352,-0.801032275,1.174148794,1.746450157,6.90%,15.80%,-0.686530898,0.646954168,2.062260698,1.686216301,0.973346888,1.195193242,0.665256745,-0.908145586,1.338387313,1.092060636,1.841236373
827,827,1981 _ 1009938,-2.107095766,0.970814075,1.479349587,0.162279648,-0.686998348,0.726293897,-0.408991366,-0.265912384,0.519017001,-0.249291177,0.476950562,-1.967096553,1.782705926,7.70%,11.10%,-0.151816124,0.893520249,0.971344105,0.368626609,1.297097227,-0.260839116,0.808110619,-0.113699316,1.616609194,0.368823202,0.604134052
828,828,2001 _ 1297,1.438470665,-1.421697121,-0.033034332,1.587071944,0.751282295,0.695143583,1.900568584,2.643237955,-1.008748636,0.869607985,-0.679243804,1.174148794,0.078684794,15.80%,19.30%,0.09497531,1.688010954,1.388855394,1.621943633,0.066845941,2.051682864,0.522402871,-0.847034334,1.258895347,1.385265002,-1.204451922
829,829,2007 _ 2154,0.650567014,-2.120457167,-0.363210311,2.586535,0.758642861,2.484590267,2.11509795,5.333667322,-3.116711881,-0.002245798,-0.807519426,1.174148794,-0.320128662,16.50%,30.70%,-0.480871369,1.249671255,1.981452062,2.505692816,0.940971855,1.494964609,0.093841248,-1.641480605,0.940927482,1.077400418,-0.324085014
830,830,2001 _ 1106,1.227425044,0.607567818,0.78314697,1.48809414,1.614699116,0.582181622,-0.674348662,-0.707306601,0.336841828,-0.033103022,-0.811853135,0.555929826,1.710194388,6.80%,12.00%,-0.419173511,0.619557936,1.819834789,1.413057462,0.876221787,1.923209421,1.998559571,-0.541478077,1.29864133,1.043193242,-0.605942736
831,831,1955 _ 1012090,1.733934534,0.576839261,-0.606544953,0.125608826,1.790900814,-0.369861077,1.054466156,-0.887372722,0.600668948,1.740169382,-0.164327475,-0.000893603,1.057590551,12.80%,10.60%,0.897047471,1.660614723,0.486492286,0.09546777,0.617221516,1.837560458,0.998582451,0.252968193,1.139657397,NA,0.078424239
832,832,2003 _ 841,-0.19361547,-1.024475118,-0.304711117,1.331720647,0.594727564,1.435324967,1.914753791,0.155684271,-0.895742564,-0.24748817,-0.719829231,0.208269272,0.151196332,15.80%,18.70%,0.156673169,1.605822261,1.09255706,1.236307625,0.163971042,1.066719798,1.474762032,-1.580369353,1.338387313,0.950345193,-0.862410809
833,833,1975 _ 1011586,1.016379423,-2.472389367,0.508249361,1.644362524,0.461494411,0.586747062,1.675509342,0.703254761,-2.375861911,1.156926057,1.150177527,-1.353761408,-1.008988268,15.00%,26.70%,-0.439739464,0.564765474,1.15989759,1.830829803,-0.095029228,1.323666685,2.379503235,0.680746954,1.219149363,0.002317746,-0.380170313
834,834,1982 _ 1003123,0.74905497,-0.715736815,1.663005292,1.027276736,0.69357321,0.783396994,0.262538325,0.212766234,0.305884667,-1.073956405,-0.376002884,0.090299254,0.876311707,10.10%,12.20%,0.115541263,0.619557936,1.496600243,1.396989295,0.099220975,1.366491166,2.093795487,0.069634439,1.417879279,0.544745821,0.893261909
835,835,1975 _ 1001157,0.341033436,-1.261543134,-0.24415604,1.337425976,0.905571986,0.444483627,1.45447168,0.460095914,-1.483719643,0.487407208,1.38125957,-2.6816546,-0.247617125,14.20%,21.90%,-0.254645888,0.783935324,1.011748423,1.31664846,0.163971042,0.981070836,1.141436326,0.741858206,1.576863211,0.608273434,-0.702989127
836,836,1998 _ 970,1.536958621,-1.218867437,1.592843874,0.898883299,1.754014991,0.965674741,1.127170251,-0.052963628,-1.103683877,0.716192567,0.048894516,-0.223727476,0.477498251,13.10%,19.80%,-0.234079935,1.222275023,1.281110545,1.332716627,0.973346888,1.966033902,1.950941613,0.558524451,1.139657397,1.468339572,-0.64220857
837,837,2003 _ 548,0.791264094,-1.111973331,0.74012749,0.571819365,1.68672745,0.597425647,2.042864497,1.284786652,-0.471231738,0.580475767,-0.521743626,0.526804008,0.404986713,16.30%,16.40%,0.444596509,1.797595879,1.052152742,1.075625956,0.64959655,1.623438053,1.474762032,0.252968193,1.099911414,1.849505247,-0.959812695
838,838,2014 _ 3473,0.200336356,-0.78878329,0.08689506,1.385834829,0.734247842,0.192288509,0.773261833,0.292739571,-0.91862987,0.845298121,-0.497293404,0.252172887,0.332475176,11.90%,18.80%,-0.295777794,1.085293867,1.213770015,1.284512126,0.390596279,1.109544279,1.141436326,-0.724811831,1.735847143,1.458566093,-0.904027979
839,839,1963 _ 1014326,0.931961175,0.758178537,1.304860616,-0.4219677,0.387846638,-0.491299972,1.455710697,0.011242758,0.571477638,0.249051384,-0.315170974,0.111392135,1.601427082,14.20%,10.80%,1.123272953,1.961973267,0.513428498,-0.097350233,1.588472531,1.494964609,1.617615906,-0.297033071,1.378133296,NA,-1.375024688
840,840,2007 _ 1564,-1.333261823,-1.981252811,-0.753320322,1.346983621,-0.280024458,1.159075051,3.32337991,-0.584144019,-3.41967745,0.983389659,-0.880346877,0.614052977,-0.755197887,20.70%,32.30%,-0.275211841,1.688010954,0.904003575,1.413057462,1.815097768,0.424352581,-0.049012626,-1.580369353,1.338387313,1.082287158,-0.185208345
841,841,1950 _ 1005096,0.960100591,0.581528754,0.02961535,-0.59975182,0.621362813,0.198959886,1.443491073,NA,1.820263268,-1.353764967,-0.809910776,0.114564543,1.057590551,14.20%,4.00%,5.647782578,1.660614723,0.190193952,-0.241963736,0.22872111,1.280842204,0.189077164,-0.358144322,0.344737736,NA,NA
842,842,2005 _ 778,-0.109197222,0.16572346,0.371172136,1.498071651,1.382818854,1.712028288,0.318099023,4.123181382,1.070658457,-1.027461813,0.152478783,0.935118003,1.456404007,10.30%,8.10%,1.020443188,1.304463717,1.725558046,1.413057462,0.002095873,1.066719798,1.141436326,0.436301948,1.457625262,1.82018481,-0.645076701
843,843,1974 _ 1004554,0.608357889,2.94989014,-0.609253222,-0.649697401,0.33144246,-0.988992123,-1.388312752,0.78210136,1.074135908,1.286720033,1.021973874,-2.347942113,2.761611682,4.30%,8.10%,-0.480871369,1.003105174,0.890535469,-0.161622901,2.397848377,1.109544279,0.950964493,1.414081973,1.139657397,1.600281536,0.100010434
844,844,2001 _ 1067,1.241494752,0.699785516,0.776575966,1.483554062,1.847955419,2.332361968,-0.969208856,-0.193906058,-0.38401226,0.491290122,-0.538374501,0.14527713,1.963984769,5.80%,15.90%,-0.85105852,0.70174663,1.900643425,1.396989295,1.523722464,1.923209421,2.331885277,-0.174810568,1.497371245,1.673582627,1.73305302
845,845,1956 _ 1000898,-0.066988097,-0.334130719,0.350458479,1.286852104,1.208473308,1.548509139,0.496104495,0.335486131,1.667089377,0.795782551,-0.643200204,0.698489532,0.767544401,10.90%,4.90%,3.015340614,0.866124017,1.308046757,1.220239458,-1.001530176,0.938246355,1.665233864,-0.602589328,1.099911414,NA,-0.425325963
846,846,2017 _ 13510,0.608357889,-0.690436607,3.579536439,0.978258554,1.632927462,0.248975565,-0.317269461,-0.134150501,0.58642339,-0.013424287,0.36347823,0.073495386,1.492659776,8.10%,10.70%,-0.04898636,0.756539092,1.967983956,1.686216301,0.64959655,1.666262534,1.760469781,1.047414463,1.378133296,-0.002568994,-0.734655777
847,847,1991 _ 1109,0.453591101,-0.821984739,-0.022062873,0.655720137,0.959296069,1.743613156,2.22005293,3.610342517,0.435331156,0.889469988,2.320385107,-1.737200995,0.550009788,16.90%,11.50%,1.431762245,1.742803417,1.038684635,0.995285121,-0.224529364,1.238017723,2.331885277,1.230748218,1.735847143,3.379054685,0.981741813
848,848,1959 _ 1008082,0.523939641,-0.587126934,-0.711883485,1.185468389,1.501251397,-0.06247041,1.551399379,0.059423836,-1.082789876,1.088777202,0.670570095,0.507555885,0.296219407,14.60%,19.70%,-0.069552312,1.194878792,1.038684635,1.10776229,0.64959655,1.323666685,1.760469781,0.986303212,1.616609194,NA,-1.146110951
849,849,1954 _ 1000067,-0.55942788,0.321302369,0.305414093,0.742819689,0.12197748,0.96822431,-0.384289074,NA,0.656257043,0.908970933,-0.796375012,0.163584455,1.130102088,7.80%,10.30%,-0.028420407,0.509973011,1.119493272,0.834603451,0.358221246,0.424352581,0.04622329,-0.602589328,0.901181499,NA,1.814269284
850,850,1999 _ 1093,1.705795118,-0.277864739,0.803485615,-0.111548752,0.881738401,0.361807933,2.338673471,-0.23299925,0.876765306,-1.244207025,-0.68452867,1.174148794,0.767544401,17.30%,9.10%,2.295532265,2.208539348,0.351811225,0.079399603,0.261096144,2.051682864,1.379526116,-1.030368089,0.940927482,1.712676543,-0.66105969
